VendorID,PULocationID,DOLocationID,fareamount,total_amount
2,82,82,null,25.8
2,166,152,null,9.7
2,41,168,null,16
2,74,74,null,14.9
1,92,82,null,21.5
2,167,119,null,15
2,82,70,null,16.7
1,74,142,null,21.55
2,127,127,null,29.3
2,95,28,null,17.38
2,83,160,null,16
2,244,152,null,28.44
2,129,173,null,18.36
2,92,192,null,12.5
2,55,40,null,59.52
2,75,235,null,31.2
2,130,134,null,19.7
2,236,229,null,25.02
2,95,95,null,9.12
2,95,95,null,7.2
2,129,162,null,46.5
1,160,160,null,4.5
2,127,41,null,21.8
1,65,66,null,7
2,41,126,null,18
1,74,168,null,12.45
1,74,74,null,10.4
2,223,223,null,23.7
2,82,131,null,51.12
2,244,233,null,40.45
2,173,173,null,7.44
2,260,82,null,13.9
2,260,260,null,9
2,146,82,null,28.6
2,61,61,null,10.8
2,95,196,null,9.7
2,95,216,null,20.9
2,74,263,null,14.7
2,82,229,null,42.66
2,129,129,null,16.68
1,53,53,null,17
2,260,95,null,28
2,127,127,null,31.8
2,159,116,null,14
2,42,41,null,8
1,41,116,null,13.8
2,74,75,null,12.61
1,82,70,null,15
2,82,82,null,11.9
2,260,129,null,10.4
2,82,95,null,37.7
2,264,264,null,10.5
2,82,223,null,20.2
2,37,37,null,48.36
2,7,233,null,25.05
2,82,145,null,22.3
1,70,70,null,4.5
2,129,82,null,32.8
1,129,129,null,60
2,146,129,null,25.1
2,244,127,null,23.8
2,116,100,null,63.45
2,179,231,null,45.18
2,95,132,null,46.25
2,260,138,null,30.2
2,74,168,null,11.1
2,74,43,null,11.1
2,43,238,null,12.48
1,51,145,null,48.55
2,70,223,null,15.3
2,129,264,null,6.6
1,62,107,null,27
2,91,161,null,92.56
1,92,192,null,10
2,74,75,null,13.32
2,127,127,null,24.8
1,264,264,null,40
1,74,41,null,12.1
1,74,41,null,10.4
2,92,138,null,22.1
1,226,145,null,1.01
2,74,75,null,10.8
2,74,75,null,13.8
2,74,75,null,11.8
2,74,41,null,11.28
2,244,167,null,23.4
2,74,140,null,23.37
2,74,75,null,12.96
1,74,236,null,16.95
1,75,166,null,15.64
2,92,129,null,34.6
2,74,236,null,15.55
1,17,75,null,35
2,41,264,null,24
2,7,161,null,26.45
2,65,137,null,33.06
2,74,236,null,17.7
2,74,236,null,16.67
2,74,140,null,32.22
1,82,129,null,12.95
2,89,138,null,60
2,95,121,null,22.2
2,74,141,null,17.21
1,74,263,null,17.8
2,74,74,null,10.1
1,74,43,null,10.1
1,74,43,null,12.95
2,247,212,null,21
2,212,69,null,19
2,223,70,null,15.7
2,41,41,null,19.8
2,92,25,null,89.4
2,223,179,null,238.25
2,244,224,null,54.35
2,42,41,null,10.7
2,75,263,null,17.1
2,75,168,null,16.32
1,74,24,null,13.6
1,21,123,null,43
2,74,243,null,31.44
2,52,249,null,31.38
2,42,238,null,19.15
2,75,140,null,15.67
2,75,74,null,8.7
2,41,236,null,24.05
2,74,152,null,12.42
1,74,41,null,8.75
1,74,74,null,9.1
1,74,74,null,8.55
2,42,244,null,17.8
1,42,152,null,8.7
1,41,43,null,15.6
1,75,75,null,23.8
2,74,263,null,17.8
2,74,41,null,5.9
2,75,263,null,16.26
2,236,263,null,10.35
2,75,243,null,31.74
2,92,9,null,22.7
2,74,166,null,14.3
1,74,166,null,16.75
1,74,41,null,12.1
2,41,223,null,39.05
2,74,75,null,14.38
2,75,74,null,9.4
2,74,41,null,11.28
2,75,236,null,14.85
2,74,75,null,10.4
2,41,41,null,10.4
2,74,75,null,12.42
2,120,236,null,11.25
2,216,134,null,25.5
2,41,132,null,93.66
2,74,74,null,11.28
2,74,75,null,16.32
2,75,74,null,11.5
1,74,127,null,24.8
2,74,236,null,23.82
2,74,41,null,14.9
2,74,236,null,22.14
2,244,166,null,20.72
2,129,129,null,12.9
2,129,129,null,17.8
2,41,42,null,13.9
2,42,185,null,32.5
2,215,86,null,38.1
2,41,151,null,8.7
2,75,141,null,19.05
2,74,75,null,10.1
2,74,74,null,8.76
2,75,74,null,7.3
2,74,75,null,14.64
2,129,82,null,16.4
2,74,24,null,16.7
2,41,74,null,14.03
2,43,238,null,12.36
2,74,236,null,16.65
2,97,227,null,43.8
2,74,262,null,25.65
2,75,75,null,8
2,75,74,null,7.3
2,74,166,null,15.3
2,116,231,null,44.35
1,74,140,null,26.15
2,65,123,null,65.04
2,74,263,null,16.35
2,166,238,null,11.75
2,74,237,null,22.83
2,130,10,null,15.7
2,74,74,null,12.2
2,74,140,null,24.35
2,74,166,null,14.96
2,43,238,null,13.97
2,55,22,null,94.1
2,95,95,null,10.8
2,75,237,null,21.3
2,74,140,null,31.38
2,74,75,null,15.48
2,74,166,null,10.88
2,74,236,null,16.32
2,166,138,null,64.69
1,74,43,null,12.95
1,75,244,null,26.2
1,41,74,null,8
2,75,168,null,16.77
2,74,75,null,14.38
2,74,42,null,18.84
2,82,70,null,15.7
2,55,149,null,104.6
2,42,41,null,12.2
2,52,231,null,26.34
2,74,42,null,15
1,166,152,null,7
1,76,137,null,49.55
2,74,166,null,15.86
1,74,151,null,16.4
2,247,126,null,15
2,126,247,null,14
2,7,92,null,30.94
2,166,239,null,18.75
2,74,238,null,23.55
2,74,75,null,14.64
2,95,237,null,43.65
2,74,75,null,14.38
2,74,238,null,21.36
2,42,247,null,8.7
2,243,116,null,18.5
2,116,236,null,31.65
2,74,75,null,12.12
2,74,166,null,16.32
2,166,74,null,10.1
2,7,82,null,17.8
2,41,244,null,25.6
2,42,244,null,14.3
2,130,216,null,19.2
2,244,169,null,16.32
1,74,161,null,36.4
2,33,40,null,9.4
2,75,75,null,23.1
2,74,140,null,30.54
1,61,209,null,21
2,166,166,null,8
2,152,244,null,13.6
2,74,236,null,20.46
2,74,75,null,11.75
2,43,237,null,25.35
1,74,75,null,13.2
1,74,75,null,12.5
1,75,236,null,10.75
2,166,238,null,17.1
1,74,75,null,14.6
1,75,237,null,22.95
2,75,43,null,10.05
2,75,229,null,27.05
2,41,41,null,8
2,75,74,null,10
2,130,130,null,25.1
2,95,135,null,13.6
2,74,43,null,12.96
1,74,75,null,14.4
1,74,140,null,26.05
2,95,121,null,18.5
2,116,41,null,19.5
2,74,116,null,19.94
2,75,74,null,11.28
2,74,239,null,28.85
2,74,43,null,13.8
2,134,175,null,34.8
2,7,102,null,54.99
2,74,75,null,13.22
2,75,41,null,13.6
1,74,43,null,15.2
1,43,43,null,11.05
2,74,244,null,19.2
2,116,116,null,4.5
2,74,236,null,23.82
2,244,166,null,13.8
2,166,140,null,40.37
2,41,166,null,8.58
1,260,260,null,7.3
2,43,236,null,10.81
2,74,42,null,14.6
2,166,142,null,23.94
2,166,166,null,8.76
2,75,74,null,10.1
2,74,75,null,12.65
2,74,42,null,14.64
2,173,157,null,15
2,166,143,null,25.5
2,74,75,null,13.2
1,26,75,null,53.55
2,82,160,null,24.8
2,43,237,null,15.65
2,42,74,null,13.6
2,74,166,null,17.16
2,74,43,null,15
2,74,75,null,13.22
2,74,42,null,17
2,74,75,null,11.8
2,74,166,null,13.9
2,166,152,null,16.32
2,41,43,null,11.75
2,43,263,null,13.4
2,129,137,null,46.7
1,74,244,null,23.4
2,150,149,null,66.8
2,74,138,null,57.9
2,74,263,null,28.53
2,74,42,null,15.48
2,75,74,null,10.1
2,74,75,null,22.9
2,74,236,null,25.25
2,130,197,null,16.4
2,74,166,null,23.88
2,74,41,null,11.1
2,41,41,null,8.7
2,41,74,null,12.2
2,74,74,null,5.9
2,43,236,null,15.42
2,33,138,null,81
1,218,181,null,42
2,236,162,null,23.63
2,74,75,null,15.25
2,43,236,null,14.58
2,75,41,null,10.1
2,74,138,null,50.34
2,74,42,null,18.06
2,74,75,null,12.12
2,75,236,null,12.85
1,74,43,null,18.55
1,74,75,null,15.45
1,75,41,null,12.9
2,74,140,null,26.05
2,42,74,null,22.2
2,74,41,null,13.13
2,42,42,null,12.9
2,74,166,null,18.84
2,74,24,null,15.3
2,65,100,null,42.42
2,74,237,null,35.58
2,152,143,null,34.74
1,166,24,null,12
1,4,56,null,32
1,74,141,null,37.25
1,74,159,null,15
2,69,254,null,27
2,7,132,null,145.08
2,166,166,null,12.3
2,166,161,null,32.22
2,42,143,null,26.15
2,169,242,null,24.3
2,74,74,null,8.58
2,74,75,null,12.96
2,74,236,null,18.35
2,43,74,null,13.5
2,130,130,null,13
2,74,263,null,22.15
2,75,74,null,8
2,74,75,null,11.75
2,130,171,null,37.4
2,166,162,null,45.81
2,236,41,null,17
2,41,116,null,15
2,74,75,null,8
2,74,75,null,15.48
2,43,163,null,28.53
2,7,223,null,10.1
2,75,230,null,32.22
2,74,166,null,13.9
2,166,166,null,5.2
2,75,74,null,9.4
2,75,161,null,28.31
2,75,74,null,11.5
1,29,165,null,22
2,166,152,null,9.6
2,41,41,null,9.4
2,74,137,null,26.15
2,74,262,null,25.5
2,25,140,null,53.22
2,74,74,null,6.6
2,74,74,null,7.3
2,75,138,null,43.35
1,42,42,null,0
1,42,237,null,24
2,74,238,null,22.2
2,74,75,null,9.6
2,43,142,null,16.65
2,95,83,null,23.88
2,116,262,null,28.05
2,74,75,null,10.8
2,74,75,null,11.5
2,166,239,null,14.44
2,75,220,null,36.2
1,74,138,null,49.5
2,166,166,null,9.6
1,74,236,null,17.9
2,74,43,null,12.1
2,75,74,null,10.8
2,74,152,null,13.9
1,74,244,null,22
2,97,97,null,18
1,254,244,null,31
2,166,42,null,19.5
2,75,75,null,6.6
2,74,75,null,11.5
2,74,41,null,12.12
2,7,202,null,17.1
1,75,148,null,35.85
1,74,75,null,27.7
1,43,236,null,8.65
2,74,166,null,17.95
2,43,237,null,28.86
2,75,162,null,24.66
2,7,95,null,37.4
2,41,239,null,25.5
2,166,43,null,22.19
2,42,263,null,36.05
2,244,237,null,46.5
2,74,43,null,23.82
2,95,95,null,8
2,74,159,null,17.88
2,74,75,null,10.1
1,67,21,null,20
1,29,165,null,21
1,91,91,null,18
2,41,75,null,8
2,41,142,null,24.15
2,74,75,null,9.4
2,74,142,null,30.88
2,134,95,null,12.12
2,244,47,null,17
2,82,129,null,14.64
1,225,65,null,23
1,25,35,null,27
2,74,75,null,12.12
2,75,142,null,25.24
2,43,161,null,26.56
2,166,151,null,10.1
2,41,166,null,8.7
2,75,186,null,33.95
2,74,116,null,17.1
2,42,159,null,10.8
2,74,166,null,14.6
2,244,42,null,17.98
2,236,239,null,18
2,236,141,null,19.62
2,75,262,null,16.45
2,75,137,null,31.05
2,166,244,null,23.04
2,127,200,null,14.3
2,42,75,null,15.7
2,72,61,null,10.8
2,7,193,null,9.3
2,74,43,null,12.96
1,24,41,null,10.1
1,75,236,null,14.55
2,82,223,null,18.5
2,74,41,null,12.9
2,74,41,null,8
2,74,236,null,21.3
2,130,135,null,20.52
2,236,263,null,17.19
2,75,224,null,30.35
2,74,244,null,21.3
2,42,74,null,11.5
2,43,236,null,17.94
2,43,43,null,71.5
2,43,265,null,156.35
2,75,238,null,15
2,43,161,null,22.21
2,74,75,null,10.8
2,74,140,null,28.86
2,95,160,null,17.27
2,74,47,null,32.7
2,74,74,null,11.5
2,75,237,null,19.61
2,75,236,null,14.58
2,75,162,null,23.94
2,75,161,null,23
1,74,75,null,16.1
2,129,223,null,12.9
2,223,260,null,19.9
2,74,166,null,15.73
2,74,237,null,21.25
2,43,237,null,23.82
2,74,236,null,22.83
2,74,166,null,18
2,75,238,null,13.97
2,74,152,null,15.3
2,41,41,null,4.5
1,260,22,null,44
2,166,237,null,28.86
2,42,151,null,15.71
2,75,42,null,8.3
2,43,170,null,27.05
2,43,230,null,22.95
2,75,159,null,19.2
2,74,42,null,14.64
2,74,75,null,12.12
2,75,167,null,23.04
2,74,236,null,14.96
2,130,218,null,22.23
2,75,237,null,18.75
2,41,238,null,23.94
2,41,43,null,11.28
2,116,244,null,12.12
2,244,241,null,22.7
2,74,166,null,13
2,166,238,null,11.45
2,75,151,null,22.2
2,130,132,null,39.7
2,166,42,null,14.3
2,65,97,null,11.8
2,74,42,null,10.1
2,242,169,null,32.5
1,74,166,null,12.5
1,41,74,null,10.8
1,74,166,null,13.6
2,74,229,null,28.95
2,75,74,null,10.44
2,74,75,null,13.13
2,152,244,null,15
2,74,244,null,29
2,152,74,null,16.4
2,236,140,null,20.46
2,41,41,null,3.3
2,166,116,null,14.3
2,43,239,null,18.78
2,196,92,null,19.2
2,41,100,null,35.25
2,43,238,null,15.65
2,75,43,null,8
2,74,166,null,13.6
1,74,239,null,28.85
2,95,130,null,18.84
2,97,66,null,12.9
2,65,42,null,84.15
2,41,42,null,9.4
2,41,42,null,12.2
1,119,69,null,18
1,91,107,null,62
2,74,41,null,10.8
2,134,132,null,38.8
2,41,43,null,27.75
2,43,141,null,17.75
2,74,237,null,25.5
1,247,247,null,20
2,244,140,null,55.74
2,7,226,null,16.32
2,166,211,null,49.02
2,223,223,null,10
2,134,198,null,29.7
2,43,43,null,15.42
2,236,43,null,10.8
2,41,142,null,25.5
2,189,33,null,18
2,75,75,null,6.9
2,75,138,null,57.69
2,75,237,null,17.81
2,75,237,null,15.65
1,179,191,null,41
2,52,40,null,7.3
2,52,33,null,18.75
2,75,166,null,12.96
2,74,42,null,12.2
2,180,85,null,54.9
1,14,22,null,20
2,129,129,null,8.7
2,43,43,null,18.66
2,116,244,null,8.76
2,82,138,null,19.68
2,43,163,null,27.18
2,97,25,null,9.12
2,244,244,null,7.3
2,244,238,null,26.34
2,75,75,null,10.1
2,41,42,null,10.1
2,74,43,null,31.81
2,74,75,null,10.18
2,43,161,null,35.31
2,65,37,null,27.9
2,97,97,null,9.49
2,42,152,null,12.12
2,166,238,null,15.18
2,74,41,null,7.3
2,97,188,null,29
2,75,231,null,56.58
1,74,236,null,16.35
2,74,41,null,12.96
2,95,124,null,24.8
1,65,228,null,22
2,75,41,null,8.7
2,75,75,null,14.95
2,75,75,null,10.1
2,74,152,null,14.64
2,43,48,null,27.44
2,43,237,null,17.65
2,75,236,null,16.26
1,89,233,null,39
2,75,68,null,46.5
2,95,130,null,15.7
1,74,262,null,24.66
2,83,70,null,17.8
2,74,151,null,15
2,75,236,null,15.25
2,75,42,null,12.9
2,41,90,null,40.85
2,129,7,null,14.63
2,74,238,null,29.19
2,189,264,null,36.36
2,74,75,null,12.12
2,41,75,null,10.1
2,74,262,null,28.86
2,42,237,null,33.65
1,74,237,null,24.15
2,74,24,null,12.9
2,166,239,null,20.35
2,166,75,null,15
2,75,233,null,29.48
2,244,116,null,8.7
2,102,82,null,39.5
1,166,143,null,27.15
2,244,75,null,32.57
2,95,215,null,24.8
2,74,236,null,20.46
2,75,74,null,10.8
2,82,83,null,12.9
2,134,134,null,51
2,130,215,null,9.49
2,152,41,null,10.1
2,97,37,null,40.9
1,196,29,null,82.65
2,75,236,null,15.19
2,74,263,null,10.75
2,74,41,null,9.49
2,74,75,null,11.8
2,166,238,null,16.35
2,166,166,null,7.3
2,243,169,null,16
1,74,74,null,8
1,74,244,null,25.7
2,74,236,null,20.46
2,65,97,null,17.16
2,228,210,null,18.3
2,236,237,null,27.63
2,43,239,null,17.94
2,42,166,null,17.4
2,116,166,null,8.7
2,75,263,null,20.55
2,75,162,null,11.75
2,74,159,null,15
2,74,244,null,17.1
2,75,43,null,24.66
2,65,61,null,33.12
2,74,239,null,31.81
2,74,236,null,16.26
2,41,231,null,52.15
2,33,87,null,21.3
2,75,74,null,10.8
2,75,151,null,16.32
2,95,28,null,11.8
2,74,236,null,18.45
1,131,260,null,39
1,129,56,null,16.1
2,129,138,null,24.2
2,74,43,null,21.85
2,25,25,null,10.8
2,25,181,null,15.7
2,75,237,null,18.8
1,123,39,null,24
2,75,74,null,9.36
2,75,166,null,13.6
1,41,90,null,23.7
2,166,75,null,15.48
2,75,74,null,12.9
2,74,42,null,17
2,61,255,null,22
1,95,56,null,17.8
2,116,74,null,21.2
2,97,54,null,18.5
1,74,236,null,23.8
1,74,161,null,30.35
2,97,97,null,9.4
2,97,17,null,20.6
2,43,50,null,39.45
2,75,74,null,10.8
2,166,41,null,10.8
2,166,90,null,45.66
2,260,138,null,30.72
2,189,97,null,19.68
2,65,89,null,28.3
1,41,151,null,10.27
2,95,95,null,36
2,82,196,null,20.6
2,43,239,null,22.19
1,74,152,null,13.9
2,74,152,null,14.3
2,75,41,null,15.48
1,242,78,null,20
1,74,239,null,25.5
1,61,216,null,29
2,74,75,null,13.8
2,75,142,null,25.69
2,74,166,null,12.2
2,75,229,null,25.65
2,7,163,null,29
2,74,181,null,69.35
2,247,247,null,27.6
2,42,74,null,15.7
2,264,264,null,13.2
2,75,141,null,27.18
2,43,151,null,15.48
2,75,233,null,33.06
2,260,138,null,31.56
2,75,74,null,12.2
2,7,129,null,15
2,129,129,null,5.9
2,74,238,null,24.66
2,74,74,null,10.1
2,41,42,null,7.3
2,41,244,null,15.7
2,74,151,null,20.52
2,41,42,null,15
1,41,75,null,15.7
2,152,243,null,20.6
1,150,55,null,18.7
1,55,168,null,65.25
1,244,151,null,23.85
2,95,95,null,12.9
2,74,244,null,28.08
1,92,193,null,35.3
2,260,160,null,22.2
2,130,86,null,55
2,92,226,null,37.4
2,171,170,null,69.8
2,166,166,null,7.38
2,42,166,null,7.3
2,74,142,null,33.9
2,166,151,null,10.1
2,193,193,null,0
1,145,145,null,12
1,145,145,null,4.5
1,145,145,null,17
1,145,145,null,4.5
1,145,145,null,30
1,145,145,null,4.5
1,145,145,null,21
1,145,145,null,21
2,43,236,null,12.56
2,75,229,null,24.05
2,129,129,null,6.6
1,159,18,null,22
2,260,226,null,11.5
2,74,142,null,33.06
2,244,142,null,42.3
2,97,25,null,11
2,74,236,null,17.94
2,75,263,null,14.95
1,74,236,null,21.15
2,41,43,null,12.96
2,41,42,null,11.1
1,74,237,null,22.1
2,75,151,null,13.6
2,75,43,null,15.48
1,74,74,null,9.4
1,74,166,null,14.3
2,97,33,null,11.5
1,254,244,null,35
1,65,17,null,22.2
1,65,231,null,26.85
2,243,243,null,8.3
2,74,161,null,31.75
2,127,151,null,8.5
2,134,216,null,28.6
2,41,166,null,8
2,43,236,null,15.42
2,75,161,null,35.25
1,75,168,null,26.4
2,42,264,null,4.5
2,74,41,null,10.44
2,244,9,null,76.85
2,74,41,null,11.5
2,7,138,null,29.88
2,244,151,null,19.2
2,43,236,null,10.05
2,75,166,null,15.48
1,147,74,null,24
2,75,75,null,7.3
2,43,43,null,8.7
2,41,41,null,9
2,196,130,null,29.7
1,77,35,null,18
2,260,83,null,8
2,75,74,null,7.3
2,41,41,null,7.3
2,74,236,null,20.46
1,49,26,null,21.7
2,75,41,null,10
1,43,263,null,15.65
1,75,236,null,12.85
1,43,141,null,19.62
1,174,185,null,29.75
2,61,35,null,8
2,82,260,null,31.1
2,179,218,null,66.8
2,244,238,null,26.85
2,42,166,null,13.2
2,41,75,null,8.7
2,75,74,null,13.6
2,166,239,null,20.46
2,74,152,null,17.16
2,65,65,null,4.5
2,42,238,null,17.1
2,130,197,null,18
2,71,71,null,16
2,82,129,null,10.1
2,75,186,null,35.85
2,95,196,null,10.8
1,25,39,null,27.7
1,41,41,null,4.5
2,74,116,null,15
2,42,229,null,32.85
1,75,262,null,13.55
1,75,236,null,12.85
2,42,68,null,44.35
2,74,75,null,9.7
2,95,121,null,17.8
2,166,42,null,10.1
2,74,238,null,26.34
2,75,262,null,19.15
2,75,239,null,19
2,82,138,null,23.5
2,43,140,null,27.18
2,75,41,null,13.5
2,43,236,null,15.75
2,75,26,null,77.96
1,52,25,null,11.4
2,43,236,null,13.26
2,75,127,null,22.3
2,75,263,null,23.06
2,75,140,null,24.75
2,33,40,null,7.92
2,152,41,null,10.8
2,41,42,null,10.1
2,75,237,null,30.54
2,41,75,null,11.5
2,75,162,null,26.05
1,74,42,null,11.25
2,179,7,null,10.1
2,41,74,null,8
1,244,244,null,5.2
2,82,260,null,14.3
2,41,263,null,21
2,75,140,null,20.44
2,41,69,null,17.8
2,95,132,null,43.8
2,75,75,null,10.4
2,75,238,null,18.53
2,7,116,null,50.25
2,75,74,null,8.7
2,75,186,null,34.55
2,75,42,null,15.7
2,75,236,null,12.15
2,145,145,null,22.8
2,7,138,null,26.9
2,75,75,null,8.6
2,75,43,null,8
2,95,135,null,21.3
2,116,69,null,15.7
2,97,190,null,31.8
2,166,43,null,9.4
1,196,95,null,13
2,43,75,null,11.75
2,75,263,null,13.74
2,41,238,null,20.3
2,244,48,null,36.65
2,65,65,null,6.6
2,95,129,null,29
2,75,74,null,10.8
2,244,116,null,9.4
2,116,116,null,5.9
2,166,229,null,41.46
2,33,181,null,17.16
2,75,42,null,14.3
1,74,75,null,13.8
2,95,196,null,15.7
2,223,7,null,17.88
1,41,161,null,35.95
2,95,82,null,17.8
2,97,61,null,24.88
2,166,237,null,35.85
1,24,50,null,25
2,41,116,null,15.25
2,42,42,null,8.7
2,82,7,null,16.32
2,97,97,null,-5.2
2,97,97,null,5.2
2,43,236,null,18.78
2,75,74,null,9.4
2,41,166,null,9.6
2,166,236,null,22.65
2,43,143,null,24.66
2,236,141,null,23.35
1,75,68,null,44.15
2,74,152,null,12.2
2,42,42,null,9.6
2,55,55,null,9.7
2,75,229,null,31.81
2,75,162,null,32.22
2,74,75,null,12.2
2,75,163,null,32.22
2,130,258,null,22.2
1,11,139,null,44.7
2,75,237,null,14.55
2,82,138,null,27.83
2,260,102,null,39.52
1,75,236,null,13.55
1,75,166,null,20.5
2,75,151,null,14.64
2,74,41,null,10.44
2,82,82,null,12.2
2,247,247,null,6.6
2,166,244,null,17.1
2,152,166,null,11.7
2,42,74,null,10.1
2,74,239,null,22.65
2,75,232,null,42.25
2,92,82,null,23.3
1,74,236,null,25.8
2,97,181,null,15.48
2,159,159,null,9
2,74,238,null,19.15
2,97,49,null,11.5
2,65,181,null,16.12
2,82,230,null,61.92
2,74,166,null,15.25
2,95,196,null,12.2
2,95,28,null,14.9
1,74,68,null,42.95
2,42,152,null,12.2
2,75,116,null,16.4
2,75,141,null,20.46
2,89,125,null,67.12
2,74,244,null,25.5
2,74,140,null,32.22
2,95,173,null,26.2
2,74,41,null,7.3
2,74,243,null,22.7
2,41,41,null,-4.5
2,41,41,null,4.5
2,82,70,null,18
2,41,236,null,19.85
1,74,41,null,11.1
1,41,41,null,9.4
2,129,82,null,10.1
2,43,138,null,61.26
2,97,62,null,25.26
2,74,152,null,17.6
2,41,119,null,19.2
2,82,82,null,3.3
2,7,7,null,10.44
2,7,171,null,31.1
2,260,223,null,17.16
2,74,263,null,23.35
2,75,238,null,16.7
2,82,180,null,42.4
2,75,237,null,35.58
2,75,238,null,20.44
2,129,160,null,16.4
2,74,41,null,10.8
2,74,263,null,21.3
2,7,223,null,14.38
2,236,238,null,16.94
2,181,181,null,9.4
2,173,82,null,17.8
2,241,127,null,10.8
2,196,265,null,57
2,41,162,null,24.05
1,168,7,null,28.25
1,244,239,null,34.35
1,244,243,null,13.6
2,95,95,null,10.1
1,65,116,null,69.15
2,95,130,null,20.6
2,74,152,null,15
2,74,74,null,8.78
2,74,238,null,22.65
2,95,226,null,36.7
2,43,141,null,18.45
2,130,218,null,19.1
2,74,262,null,17.05
2,236,263,null,14.58
2,75,236,null,15.85
2,75,74,null,12.2
2,42,74,null,11.5
2,75,239,null,15.65
1,41,42,null,8.7
2,95,28,null,14.64
2,95,130,null,23.04
2,92,92,null,6.6
2,97,49,null,14.2
2,75,236,null,21.31
2,89,181,null,15.7
1,75,140,null,25.5
2,41,74,null,11.1
2,41,236,null,20.46
1,228,264,null,18
1,228,210,null,58.5
2,97,211,null,28.02
2,74,42,null,8.7
1,75,238,null,8.3
1,75,41,null,8
1,43,48,null,23.35
2,75,220,null,51.84
2,243,127,null,12.9
1,74,236,null,20.84
2,41,42,null,8.7
1,74,166,null,12.9
2,92,192,null,10.8
2,74,41,null,9.6
2,75,230,null,31.05
1,97,194,null,41.25
2,75,141,null,31.95
2,41,42,null,10
2,75,166,null,35.58
2,74,75,null,14.3
2,244,166,null,20.52
2,7,146,null,17.3
2,166,239,null,19.62
2,7,56,null,29
2,43,237,null,16.71
2,43,239,null,19.62
2,41,42,null,16.44
1,260,138,null,30.7
2,75,166,null,13.6
2,41,48,null,35.35
2,95,121,null,17.8
2,82,223,null,23.12
2,74,74,null,10.8
2,74,42,null,9.6
2,25,65,null,14.3
2,25,17,null,30.6
1,74,42,null,12.1
2,196,95,null,17.16
2,43,142,null,16.86
2,74,42,null,9.3
2,75,132,null,62.35
2,42,42,null,8.7
2,41,238,null,17.1
1,136,235,null,19
2,75,41,null,11.28
2,41,166,null,10.1
2,82,138,null,25.9
2,82,129,null,16.3
2,75,75,null,3.8
2,75,143,null,24.75
2,116,249,null,54.01
2,75,239,null,29.7
2,97,264,null,20
2,75,233,null,31.95
2,41,168,null,20.88
2,92,265,null,54.9
2,75,162,null,38.81
1,75,75,null,6.6
2,82,226,null,19.2
2,74,263,null,25.65
2,74,75,null,14.64
2,260,260,null,10.44
2,97,181,null,12.96
2,97,188,null,27
1,220,259,null,22.08
1,82,192,null,23.85
1,92,175,null,26
2,65,114,null,30.54
2,95,197,null,13.6
2,43,237,null,21.35
1,74,236,null,17.75
2,166,151,null,10.44
2,166,142,null,20.55
2,116,244,null,9.4
2,42,74,null,16.4
2,74,263,null,16.35
2,74,238,null,30.6
2,95,95,null,10.8
2,95,95,null,13.6
2,166,1,null,117.25
2,74,75,null,12.96
2,244,243,null,17.1
2,74,74,null,11.1
2,7,179,null,9.6
2,82,102,null,28.6
2,75,43,null,-5.2
2,75,43,null,5.2
2,95,95,null,12.12
2,95,95,null,14.3
2,65,230,null,50.65
2,75,151,null,14.64
2,75,42,null,17.7
2,75,68,null,42.05
2,236,158,null,48.55
2,75,74,null,12.2
2,7,260,null,15
2,74,43,null,16.4
2,75,166,null,24.44
1,166,238,null,10.2
2,75,226,null,42.25
2,244,132,null,93.66
2,82,56,null,14.38
2,43,107,null,36.75
2,82,82,null,31.8
1,7,234,null,21.7
2,41,74,null,10.8
1,244,264,null,0
2,95,28,null,15.48
2,74,237,null,30.07
2,166,161,null,36.65
2,43,239,null,18.78
2,75,68,null,56.75
2,74,42,null,8
2,75,41,null,11.28
2,41,42,null,17.8
2,7,7,null,9.4
2,41,151,null,12.12
2,134,132,null,29.7
1,43,238,null,10.05
2,95,160,null,19.62
2,152,247,null,15.7
2,130,215,null,12.93
2,65,97,null,11.5
2,166,42,null,19.68
2,166,238,null,17.1
2,260,121,null,46.5
2,75,140,null,29.7
2,75,237,null,17.19
2,41,74,null,13.6
1,33,189,null,20.5
2,43,23,null,118.35
2,74,75,null,13.22
2,97,49,null,13.6
2,166,152,null,8
2,41,75,null,12.9
1,75,142,null,14.95
2,166,116,null,16.4
2,152,244,null,11
2,116,42,null,14.3
2,74,161,null,27.45
2,24,263,null,22.65
2,166,238,null,14.46
2,75,24,null,18.84
2,41,41,null,18.8
1,244,48,null,36.95
2,95,95,null,10.8
2,95,95,null,11.5
2,95,95,null,10.1
2,75,236,null,15.42
2,75,43,null,17.1
2,42,236,null,19.15
2,75,24,null,13.8
2,75,166,null,15.25
2,166,263,null,28.02
1,75,74,null,11.5
2,41,264,null,4.5
2,134,134,null,12.96
2,134,197,null,16.4
2,74,75,null,15.48
2,166,161,null,42.19
2,226,7,null,11.5
2,7,179,null,10
1,244,262,null,43.95
2,95,56,null,17
2,166,158,null,42.19
2,244,90,null,44.35
2,75,140,null,25.5
2,95,28,null,14.3
2,75,41,null,10.8
2,41,42,null,13.8
2,95,197,null,21.3
2,196,95,null,8.7
2,41,74,null,18.5
1,244,152,null,16.3
2,25,61,null,32
2,82,138,null,27.1
1,74,152,null,16.3
2,7,7,null,3.8
2,130,123,null,67.5
2,166,127,null,26.9
2,74,238,null,26.35
