VendorID,PULocationID,DOLocationID,fareamount,total_amount
2,166,74,null,17.16
2,74,41,null,14.95
1,74,42,null,15
2,42,42,null,10.8
2,42,43,null,20.45
2,75,74,null,11.6
2,74,41,null,6.6
1,74,42,null,15
2,74,41,null,12.8
2,74,75,null,16.32
1,74,75,null,14.9
2,74,75,null,12.96
2,74,75,null,12.96
2,74,75,null,14.38
2,75,74,null,8.7
2,41,236,null,13.74
2,236,236,null,12.56
2,216,134,null,26.9
2,41,238,null,11.28
2,74,75,null,12.12
1,74,238,null,24.65
2,74,75,null,11.28
2,74,236,null,20.46
2,75,75,null,9.4
2,74,43,null,14.38
2,74,239,null,27.25
2,129,129,null,17.1
2,129,260,null,16.4
2,74,127,null,25.5
2,74,141,null,25.5
2,215,86,null,34.6
2,75,152,null,18.5
2,74,75,null,15.86
2,74,41,null,5.9
2,33,137,null,38.1
1,42,140,null,32.45
2,41,166,null,9.4
2,24,143,null,24.66
2,75,230,null,28.31
2,42,42,null,8
2,74,141,null,28.02
2,97,227,null,43.8
2,74,41,null,11.1
2,166,41,null,14.6
2,42,233,null,33.85
2,116,231,null,41.55
2,33,52,null,6.6
2,74,223,null,36.25
2,74,43,null,12.96
2,74,75,null,20.52
2,75,74,null,5.9
2,74,41,null,10.44
2,41,161,null,25.5
2,75,236,null,11.05
2,74,74,null,9.49
2,74,152,null,12.42
2,74,42,null,12.28
2,74,75,null,12.8
2,75,74,null,15.48
1,74,43,null,13.8
1,74,24,null,17.4
2,74,43,null,21.36
2,41,74,null,15.6
2,41,42,null,15
1,92,15,null,22
2,75,74,null,6.6
2,74,42,null,14.95
2,42,167,null,16.4
1,166,166,null,4.5
1,166,238,null,8.4
2,74,262,null,22.85
2,236,137,null,28.75
1,74,75,null,10.44
2,69,185,null,26
2,74,116,null,15.7
2,41,75,null,12
2,75,74,null,12.9
2,74,263,null,19.1
2,130,135,null,19.9
2,244,42,null,18.1
2,75,161,null,24.85
2,243,244,null,10.1
2,74,236,null,16.71
1,210,29,null,10
2,74,74,null,8.58
2,74,247,null,25.5
2,74,140,null,25.45
2,74,74,null,5.9
2,33,158,null,39.78
2,75,236,null,12.85
1,247,90,null,32.7
2,74,166,null,17.7
1,102,102,null,22
2,41,24,null,9.6
2,74,236,null,21.3
2,75,236,null,30.06
2,75,75,null,11.28
2,74,263,null,19.15
1,74,75,null,13.8
2,41,239,null,21.3
1,42,42,null,9.7
1,74,75,null,12.1
2,74,236,null,18.35
2,75,238,null,11.1
2,166,75,null,16.5
2,43,236,null,11.22
2,75,41,null,12.2
2,75,237,null,23.82
2,74,41,null,11.5
1,74,166,null,15.45
1,41,41,null,7.25
2,75,74,null,6.6
2,24,41,null,9.4
2,43,236,null,12.9
2,41,239,null,24.66
2,74,74,null,9.4
2,7,243,null,46.85
2,75,263,null,19.62
1,236,142,null,24.8
1,75,241,null,37
2,244,42,null,12.9
2,41,243,null,28.2
2,116,166,null,11.5
1,244,152,null,15.2
2,116,42,null,18
2,42,116,null,12.9
2,166,239,null,16.39
2,166,151,null,9
2,41,75,null,7.3
1,74,75,null,16.1
2,7,130,null,45.6
2,74,75,null,11.8
2,41,41,null,6.6
2,41,42,null,7.3
2,42,159,null,14.2
2,129,89,null,66.8
1,210,150,null,14.6
2,75,238,null,9.4
2,74,236,null,20.46
2,74,74,null,9
1,74,138,null,48.65
2,41,166,null,11.1
2,43,236,null,13.55
2,49,49,null,35
2,74,24,null,19.5
1,95,143,null,64.05
2,116,152,null,9.4
2,74,229,null,27.85
2,166,13,null,49.85
1,74,41,null,8.7
1,74,75,null,15.45
2,78,242,null,13
2,55,55,null,54.9
2,74,75,null,11.11
2,130,197,null,15.48
2,74,166,null,18
2,95,102,null,15.7
2,130,130,null,14.64
2,74,24,null,11.5
2,55,55,null,83.6
1,75,166,null,14.9
2,95,196,null,15.48
2,33,229,null,46.73
2,43,237,null,23.63
2,75,74,null,9.4
2,74,74,null,11.5
2,74,75,null,10.8
2,74,151,null,16.32
2,74,75,null,13.9
2,166,142,null,23.63
2,41,74,null,17.1
1,74,43,null,19.65
2,247,247,null,8.7
2,74,41,null,12.9
2,74,74,null,9.4
1,129,63,null,54.3
2,82,138,null,25.6
2,83,138,null,28.5
2,129,78,null,29.8
2,74,75,null,13.2
2,75,74,null,10.1
2,74,75,null,16.1
2,42,236,null,21.95
2,116,239,null,27.45
1,166,24,null,11.5
1,24,140,null,21.25
1,74,166,null,9
2,75,74,null,12.96
2,74,166,null,12.2
2,41,42,null,10.1
1,74,75,null,10.8
1,74,138,null,40.95
2,152,244,null,15.48
2,7,112,null,25
2,207,207,null,5.2
2,41,239,null,23.25
1,92,61,null,52.1
2,74,236,null,25.5
2,75,75,null,-71.5
2,75,75,null,71.5
2,74,194,null,25.75
2,95,92,null,24.1
2,41,238,null,13.15
2,116,151,null,17.16
2,74,75,null,10
2,74,42,null,10.1
2,42,41,null,9.4
2,74,236,null,17.05
1,42,136,null,39
2,95,226,null,26.2
2,74,140,null,34.74
2,75,161,null,24.05
2,75,140,null,21.35
2,75,263,null,11.69
2,74,166,null,18.1
2,74,168,null,13.8
2,43,33,null,52.38
2,166,161,null,30.55
1,198,37,null,20
2,75,140,null,23.35
2,166,41,null,14.3
2,41,236,null,23.35
2,95,121,null,20.52
2,196,226,null,20.6
2,74,75,null,12.5
2,74,140,null,28.45
2,75,237,null,18.35
1,74,138,null,48.65
2,166,238,null,16.94
2,166,163,null,26.15
1,74,236,null,19.56
2,75,41,null,6.6
2,95,28,null,15.48
2,41,140,null,27.55
1,74,236,null,25.5
2,95,137,null,58.56
2,97,97,null,13.8
2,14,21,null,6.3
1,153,182,null,25.7
2,75,162,null,24.66
2,41,42,null,9.4
2,74,43,null,16.32
2,75,116,null,21.3
2,152,166,null,8.76
2,152,152,null,6.6
2,152,152,null,5.9
2,74,74,null,9.4
2,75,236,null,14.95
2,134,197,null,14.3
2,74,75,null,12.5
2,41,239,null,20.46
2,74,43,null,20.75
2,74,107,null,38.75
2,74,43,null,11.5
2,43,236,null,18.78
2,244,128,null,24.72
2,74,236,null,22.19
2,75,75,null,8.25
2,166,43,null,28.75
1,116,220,null,43.4
1,244,243,null,12.95
2,41,166,null,12.66
2,75,233,null,27.44
2,75,75,null,9.4
2,75,74,null,10.44
2,166,238,null,14.58
2,95,95,null,12.9
2,74,74,null,11.1
2,74,75,null,18.84
2,75,41,null,13.8
2,43,142,null,19
1,41,74,null,11.5
2,41,262,null,24.15
2,74,263,null,25.5
2,134,134,null,12.62
2,75,142,null,29.55
2,41,238,null,12.2
2,74,43,null,13.8
2,43,230,null,23.35
2,43,166,null,12.91
2,166,151,null,7.3
2,247,42,null,8
2,166,116,null,12.96
2,42,137,null,36.6
2,7,179,null,12.2
2,244,116,null,7.3
2,74,42,null,9.4
2,42,116,null,12.2
2,41,119,null,21.38
2,166,68,null,37.26
1,74,159,null,17.8
2,33,249,null,28.02
2,97,97,null,11.28
2,43,162,null,21.07
2,74,166,null,14.6
2,166,68,null,33.18
2,74,244,null,31.44
1,92,7,null,26.9
2,75,263,null,14.95
2,63,265,null,57.72
2,95,196,null,11.5
2,74,74,null,8.7
2,264,264,null,4.5
2,28,130,null,50.7
2,43,162,null,23.82
2,43,246,null,34.9
1,75,162,null,22.55
1,72,188,null,10.1
1,72,72,null,4.5
2,74,113,null,46.5
2,74,42,null,14.9
2,95,95,null,11.5
2,74,168,null,11.5
2,74,75,null,12.2
2,74,75,null,12.12
2,24,166,null,7.92
2,166,166,null,8.25
2,95,95,null,10.1
2,74,236,null,18.78
1,55,55,null,12.8
2,74,42,null,12.12
2,42,141,null,28.95
1,129,7,null,18.81
2,97,264,null,14.3
2,41,74,null,8
2,74,166,null,12.96
1,41,74,null,9.5
1,166,43,null,16.7
2,166,151,null,11.75
2,43,152,null,13.6
2,166,75,null,15
2,75,48,null,29.65
2,130,56,null,62.6
2,42,41,null,5.9
1,67,137,null,34.7
2,41,68,null,42.65
2,42,41,null,6.6
2,74,41,null,8
2,74,237,null,24.66
2,74,236,null,14.96
2,75,236,null,13.07
2,92,95,null,24.8
2,166,263,null,25.5
2,41,41,null,7.3
2,116,166,null,10.4
2,74,74,null,4.5
2,74,116,null,13.6
2,207,207,null,4.5
2,82,198,null,20.6
2,260,146,null,21.6
2,43,161,null,22.14
2,43,140,null,22.55
2,52,140,null,59.81
2,123,55,null,105.3
1,152,42,null,11.65
2,74,166,null,12.9
1,74,265,null,72.65
2,24,239,null,18.15
2,82,160,null,19.9
2,236,236,null,11.22
2,75,42,null,13.6
2,41,236,null,20.15
2,74,75,null,13.5
2,41,116,null,15.7
2,97,228,null,19.22
2,75,113,null,41.46
1,35,25,null,21.7
2,82,138,null,24.2
2,116,162,null,34.55
2,75,246,null,37.26
2,243,69,null,28.3
2,134,131,null,18
2,166,75,null,16.32
2,41,138,null,59.44
2,75,151,null,21.32
2,264,264,null,4.5
1,43,262,null,14.55
1,74,42,null,22
2,74,237,null,28.02
2,74,244,null,22
1,119,69,null,18.8
2,226,16,null,56.3
1,244,238,null,31.85
2,41,163,null,26.45
2,33,66,null,8.7
2,166,163,null,29
2,75,263,null,17.35
2,74,75,null,12.62
2,75,238,null,11.5
2,41,239,null,21.25
2,260,7,null,15.7
2,180,71,null,66.1
1,75,262,null,14.25
1,74,179,null,25.05
2,42,168,null,11.5
2,74,75,null,13.8
2,74,75,null,11.28
2,75,233,null,25.45
2,134,265,null,96.2
2,7,226,null,14.3
2,43,236,null,11.22
2,75,41,null,10.44
2,42,243,null,25.56
2,74,75,null,12.12
2,75,256,null,57.95
2,166,152,null,9.7
2,65,40,null,15
2,40,189,null,17.8
2,75,239,null,17.65
2,116,42,null,16.4
2,74,166,null,13.6
2,74,42,null,9.4
2,130,134,null,14.64
2,75,75,null,9.4
2,75,74,null,17
2,196,28,null,21.3
1,49,17,null,16.7
1,74,75,null,17.85
1,75,140,null,24.8
2,43,142,null,19.85
2,166,43,null,20.95
2,75,243,null,40.62
2,236,229,null,21.25
1,244,75,null,27
2,65,85,null,35.64
2,74,43,null,16.32
2,75,74,null,14.9
2,95,56,null,17.8
2,74,236,null,25.69
2,74,236,null,27.63
2,74,75,null,12.96
2,7,102,null,44.07
2,102,112,null,42.25
2,75,41,null,10.4
1,129,138,null,28.2
2,75,186,null,31.05
2,74,236,null,18.15
2,75,262,null,18.75
2,75,140,null,36.65
2,235,120,null,11.5
2,41,42,null,8
2,75,75,null,7.3
2,43,142,null,28.86
1,152,69,null,16.7
2,74,50,null,33.85
2,166,92,null,105.55
2,75,220,null,38.8
2,260,179,null,14.3
2,41,151,null,16.32
2,166,43,null,24.81
1,244,116,null,9.4
2,95,56,null,16.4
2,95,196,null,43.7
2,74,236,null,22.14
2,74,75,null,10.4
2,83,142,null,39.45
2,74,238,null,21.25
2,24,233,null,38.1
2,43,237,null,17.1
2,166,161,null,33.9
2,75,42,null,13.6
2,75,237,null,13.17
2,95,82,null,18.5
2,116,74,null,10.1
1,196,216,null,31.8
2,244,138,null,60.3
2,33,97,null,15.48
1,66,233,null,27.55
2,41,41,null,21.6
2,97,181,null,14.6
2,75,74,null,10.8
2,74,74,null,8
1,74,243,null,23.4
2,74,152,null,13.2
1,198,7,null,33.6
2,244,116,null,10.1
1,74,244,null,19.2
1,74,75,null,10.1
2,166,202,null,63.66
2,41,151,null,13.6
2,75,263,null,16.71
1,74,239,null,31.35
2,65,66,null,12.9
2,97,62,null,24.1
2,41,238,null,18.45
1,241,220,null,16.7
1,220,153,null,16.7
1,153,220,null,16.7
1,182,82,null,37.25
1,97,61,null,20.5
1,17,225,null,16.7
2,74,24,null,15
2,75,236,null,14.58
2,42,41,null,9
2,167,116,null,23.4
1,75,161,null,23.38
2,65,236,null,58.57
1,75,237,null,18.75
2,74,151,null,19.68
2,244,200,null,25.9
2,116,42,null,9.5
2,24,238,null,10.88
2,244,166,null,13.6
2,75,162,null,30.06
2,74,69,null,17.1
1,74,42,null,15.7
1,74,236,null,17.05
2,95,95,null,20.6
2,75,229,null,19.15
2,7,7,null,38
2,92,53,null,15
2,244,262,null,38.81
2,244,163,null,35.85
2,42,143,null,38.15
2,82,260,null,14.64
2,75,75,null,8
2,263,263,null,12.95
2,75,142,null,26.35
2,41,41,null,4.5
2,24,238,null,14.78
2,166,42,null,11.5
1,74,24,null,17.1
2,41,74,null,10.1
2,74,239,null,25.75
2,41,41,null,8
2,41,42,null,10.8
2,42,74,null,10.1
1,41,42,null,12.1
2,43,234,null,33.15
2,95,138,null,34.92
2,95,196,null,10.1
1,61,75,null,33.7
2,212,182,null,8.7
2,166,42,null,17.16
2,75,41,null,15
2,166,166,null,5.9
2,41,74,null,11.5
2,74,74,null,12.9
1,25,198,null,33.9
2,75,162,null,38.1
2,74,236,null,17.05
2,74,238,null,21.3
2,95,258,null,18.5
2,95,121,null,17.1
2,74,179,null,35.1
2,74,236,null,35.55
2,95,95,null,11.5
2,75,238,null,13.8
2,75,74,null,11.5
2,74,236,null,21.3
2,145,234,null,36.72
2,97,66,null,15.48
2,75,132,null,59.35
2,82,138,null,28.2
2,75,238,null,16.35
2,75,237,null,21.3
2,82,138,null,28.2
2,166,43,null,20.55
1,152,42,null,10.5
2,166,239,null,19.62
2,166,151,null,7.3
1,74,75,null,12.9
1,74,238,null,17.1
2,41,159,null,17.8
2,75,75,null,6.93
2,116,244,null,9.4
1,123,14,null,27.7
1,14,150,null,29.7
2,41,166,null,9.4
2,95,180,null,30.6
2,74,263,null,23.06
2,74,42,null,9.4
2,74,244,null,22.6
2,75,74,null,9.4
2,260,226,null,17.1
2,168,159,null,7.3
2,159,47,null,16.4
2,41,238,null,18.69
2,75,137,null,31.38
2,92,16,null,41.52
2,244,41,null,18.5
2,95,56,null,18.5
2,260,17,null,40.9
1,196,82,null,16.4
2,33,77,null,41.6
1,66,97,null,20.5
2,74,262,null,25.5
2,97,49,null,12.2
2,41,41,null,5.9
2,75,166,null,15.48
2,74,244,null,24.72
2,244,142,null,37.26
1,179,223,null,8.7
1,7,146,null,11.5
2,75,229,null,23.95
2,75,237,null,26.65
2,75,263,null,17.95
2,116,41,null,13.2
2,82,82,null,12.2
2,75,75,null,15.65
2,42,69,null,12.2
2,260,82,null,12.9
2,223,223,null,11.28
2,65,49,null,17.25
2,7,145,null,29.7
2,242,208,null,11.5
2,41,138,null,61.26
1,220,81,null,18.7
1,81,137,null,48.25
1,33,55,null,40
2,43,236,null,13.44
2,43,68,null,30.95
2,75,75,null,11.75
2,166,244,null,14.3
1,43,166,null,15
2,65,52,null,18.84
2,65,246,null,39.78
1,24,74,null,10.8
2,74,263,null,18.45
2,74,236,null,17.1
2,244,142,null,38.94
2,244,166,null,19.2
2,7,226,null,9.4
2,7,193,null,10.8
2,166,151,null,10.1
2,95,196,null,10.8
2,75,166,null,22.2
1,74,42,null,15
2,244,116,null,8
2,74,41,null,11.5
2,74,238,null,27.18
1,75,75,null,7.9
1,74,43,null,13.6
1,41,159,null,28.3
2,260,70,null,15.7
1,210,210,null,13.8
2,43,151,null,21.36
2,41,41,null,4.5
2,134,96,null,19.1
2,43,161,null,30.35
2,244,166,null,28.08
2,244,143,null,38.94
1,75,43,null,8.2
2,75,236,null,17.64
2,41,168,null,11.5
2,82,138,null,29.2
2,244,128,null,23.88
2,75,151,null,15
2,43,238,null,12.62
2,75,132,null,99.35
2,33,132,null,101.8
2,74,238,null,22.3
2,41,74,null,11.5
2,74,41,null,12.62
2,74,263,null,29.7
2,65,261,null,30.65
1,166,116,null,12.2
1,60,47,null,12.2
1,42,152,null,9.6
2,242,264,null,19.01
2,43,217,null,57.65
2,95,131,null,22
1,236,236,null,12.25
2,130,132,null,23.4
1,74,74,null,12.2
2,75,161,null,30.54
2,159,126,null,13.6
2,95,95,null,11.5
2,95,95,null,15
2,75,41,null,14.38
2,74,41,null,9.7
2,41,238,null,14.64
2,166,166,null,8
2,166,143,null,26.34
2,95,95,null,13.5
2,236,262,null,19.75
2,75,186,null,49.31
1,82,138,null,20.7
2,65,40,null,18.59
2,43,239,null,33.85
2,82,138,null,24.9
2,41,42,null,10.1
2,75,51,null,51.4
2,179,7,null,8
2,7,7,null,11.28
2,243,137,null,51.15
2,95,56,null,11.5
2,244,263,null,40.62
1,244,143,null,28.25
1,226,66,null,36.45
2,74,138,null,41.95
2,244,107,null,54.06
2,75,137,null,28.25
2,236,237,null,15.19
2,75,237,null,22.14
2,74,75,null,9.6
2,41,75,null,12.96
2,74,74,null,8.3
2,74,75,null,13.5
2,244,244,null,10.08
2,193,264,null,0
2,7,7,null,8
2,95,56,null,20.6
2,42,244,null,24.72
2,130,265,null,129.8
2,260,145,null,19.2
2,43,236,null,13.74
1,43,238,null,10.8
2,41,238,null,28.53
2,74,263,null,22.17
2,65,49,null,23.04
2,97,17,null,17.1
2,95,134,null,15.25
2,43,43,null,8.18
2,166,166,null,6.24
2,166,74,null,17.1
1,145,75,null,25.45
1,75,48,null,34.7
2,24,41,null,7.3
2,75,75,null,6.6
2,74,42,null,12.9
2,75,238,null,14.25
2,75,107,null,39.69
2,223,138,null,22.1
2,97,97,null,16.12
2,65,239,null,73.81
1,75,208,null,27.7
1,82,153,null,43.25
1,11,14,null,21.7
2,41,238,null,21.25
2,166,152,null,12.96
2,69,137,null,31.05
2,82,138,null,29.38
2,244,166,null,19.68
2,82,129,null,13.6
2,83,132,null,68.9
2,75,75,null,8
2,130,86,null,50.76
2,166,237,null,28.86
2,65,162,null,40.62
2,166,42,null,13.6
2,75,107,null,32.95
2,75,151,null,11.28
2,7,7,null,9.4
2,130,216,null,32.5
2,138,138,null,46
2,74,75,null,10.1
1,159,159,null,4.5
1,159,167,null,12.2
2,196,130,null,24.1
2,75,74,null,12.2
2,74,74,null,12.9
2,134,130,null,15.48
2,43,236,null,10.38
2,75,151,null,13.6
2,244,243,null,12
1,75,230,null,38.8
2,75,263,null,13
2,75,236,null,14.35
2,74,140,null,23.35
2,35,215,null,32
2,166,140,null,26.85
1,265,265,null,4.5
1,92,73,null,12.8
2,74,41,null,11.5
2,127,235,null,9.4
2,74,238,null,27.18
2,65,189,null,22.25
1,82,264,null,10.8
1,82,258,null,20.6
1,166,42,null,15.7
1,24,141,null,26.15
2,74,120,null,25.5
2,95,82,null,17.1
1,75,75,null,8.82
1,137,256,null,25
2,7,193,null,12.9
2,75,236,null,11.45
2,43,237,null,17.94
2,43,4,null,35.95
2,42,41,null,6.6
2,41,74,null,14.3
2,75,47,null,30.4
2,95,196,null,15.7
2,75,141,null,22.14
2,75,74,null,10
2,74,75,null,5.9
2,75,75,null,22
2,89,125,null,68
2,41,42,null,10.1
2,41,69,null,14.3
2,41,47,null,24.1
2,95,260,null,39.52
2,74,41,null,10.8
2,74,116,null,20.5
2,41,239,null,19.75
2,95,173,null,24.8
2,75,74,null,9.4
2,74,138,null,44.85
2,74,166,null,16.12
2,75,262,null,14.25
2,166,239,null,17.75
2,97,61,null,21.9
2,7,223,null,8.7
2,130,130,null,4.5
2,9,9,null,26
2,244,43,null,41.09
2,244,1,null,144.06
2,41,236,null,19.68
2,82,260,null,21.36
2,75,74,null,12.9
2,74,262,null,22.98
2,75,74,null,17.1
2,134,258,null,17.8
1,244,235,null,15.7
2,95,95,null,15
2,74,151,null,19.68
2,95,107,null,67.8
2,75,239,null,15.65
2,92,82,null,30.4
2,41,41,null,5.2
2,74,236,null,21.31
2,7,223,null,12.2
2,134,74,null,51
2,95,95,null,10.1
2,75,166,null,15.48
2,116,41,null,15.7
2,43,137,null,28.25
2,82,56,null,15.3
2,83,138,null,30.25
1,43,237,null,19.6
1,75,74,null,12.8
2,244,90,null,54.9
2,166,237,null,38.1
2,244,243,null,14.04
2,97,189,null,18.5
1,69,42,null,16.7
2,82,56,null,12.9
1,75,143,null,28
1,75,236,null,13.55
2,75,237,null,28.02
2,75,74,null,14.38
2,75,75,null,5.2
2,75,236,null,10.75
2,75,74,null,11.28
2,196,95,null,20.8
2,41,152,null,10.3
2,166,42,null,10.3
1,74,166,null,10.8
2,41,151,null,24.1
1,74,237,null,29.7
1,243,244,null,13.8
2,75,41,null,8.7
1,244,116,null,12.2
1,244,127,null,17.1
2,75,74,null,6.6
2,74,74,null,31.1
2,82,70,null,33.8
2,95,173,null,22
1,208,18,null,23.7
1,181,71,null,23
2,244,238,null,28.85
2,75,143,null,23.94
2,82,138,null,24.2
2,166,161,null,34.15
2,43,43,null,20.45
2,42,263,null,28.4
1,75,151,null,14
1,75,74,null,12.63
2,166,42,null,4.5
2,264,264,null,4.5
2,74,119,null,19.2
2,244,141,null,43.98
2,42,42,null,24
2,42,132,null,93.66
2,166,170,null,51.29
2,74,151,null,19.2
2,41,41,null,7.3
2,75,74,null,15.48
2,75,232,null,38.13
2,7,216,null,64
2,166,68,null,26.85
2,43,75,null,10.8
2,260,157,null,15
2,243,244,null,13.6
2,75,263,null,17.05
2,75,224,null,35.71
2,41,170,null,31.75
2,66,25,null,18.75
2,25,78,null,105.55
2,196,63,null,38.1
2,74,263,null,22.98
2,74,41,null,9.4
2,75,166,null,15.48
2,42,41,null,20.52
1,69,159,null,8
1,69,159,null,10.1
1,159,42,null,8.7
1,42,41,null,8.7
1,41,74,null,13.6
1,74,75,null,8.7
2,82,260,null,15
2,130,215,null,8.7
2,130,130,null,8.25
2,130,205,null,22
2,55,22,null,25.5
2,70,10,null,38
2,166,237,null,37.26
2,42,42,null,12.2
2,134,196,null,20.6
2,260,157,null,21.36
2,244,166,null,20.52
1,75,186,null,33.85
2,75,41,null,10.44
2,43,263,null,19.62
2,75,229,null,26.15
2,75,74,null,12.2
2,74,41,null,12.9
2,25,97,null,19.68
2,82,70,null,17.8
2,166,264,null,78.75
1,95,95,null,10.4
2,244,244,null,10.8
2,41,24,null,11.5
2,42,42,null,10.8
2,95,95,null,12.96
2,17,17,null,21.1
2,74,41,null,15
2,41,42,null,18.5
2,75,233,null,31.25
1,25,35,null,21.7
2,216,226,null,46.5
2,166,244,null,20.8
2,65,55,null,54.9
2,72,76,null,22
2,74,74,null,11.75
2,42,74,null,11.1
2,74,263,null,19.5
2,74,75,null,15.48
1,75,263,null,4.5
1,75,244,null,29
2,82,70,null,16.4
2,75,238,null,12.5
2,74,236,null,26.56
2,95,134,null,10.8
2,134,216,null,24.1
1,65,25,null,9.4
2,130,121,null,17.8
2,130,265,null,43.7
1,74,263,null,15.6
2,75,151,null,14.64
2,212,213,null,10.8
2,167,159,null,10.1
2,168,247,null,8.7
2,74,41,null,10.8
2,75,75,null,9.4
2,75,74,null,11.5
2,95,95,null,5.2
1,62,188,null,10.1
2,74,75,null,9.7
2,95,216,null,29
2,43,238,null,8.3
2,75,74,null,11.5
2,74,236,null,22.98
2,74,262,null,25.69
2,166,141,null,33.99
2,75,236,null,16.26
2,95,197,null,19.2
2,82,166,null,53.75
2,42,166,null,11.5
2,41,42,null,10.1
2,17,225,null,17
2,74,263,null,26.45
2,42,247,null,15.08
2,7,264,null,12
2,75,263,null,18.69
2,75,151,null,9.4
2,166,236,null,26.56
2,7,237,null,25.45
2,191,191,null,26
2,42,74,null,17.1
2,74,74,null,8
2,74,41,null,8
2,41,119,null,22.7
2,7,179,null,8
2,75,143,null,27.55
2,244,132,null,106
2,74,69,null,17
2,196,82,null,15
2,41,42,null,10.8
2,244,116,null,9.4
1,244,75,null,25
2,95,63,null,24.8
2,166,238,null,22.14
2,74,244,null,22
2,42,75,null,14.3
2,134,197,null,11.8
2,134,134,null,4.5
2,41,138,null,54.15
2,130,95,null,26.2
2,260,83,null,12.62
2,43,163,null,23.55
2,126,59,null,17.8
2,75,236,null,12.85
2,43,75,null,8.7
2,73,252,null,24.7
2,33,97,null,12.9
2,92,173,null,11.5
2,95,95,null,10.1
2,95,95,null,11.5
2,41,116,null,19.2
2,166,161,null,41.46
2,260,138,null,25.6
1,196,135,null,22.7
2,75,143,null,30.54
1,33,68,null,33.95
2,244,141,null,47.34
2,75,116,null,29
2,41,74,null,12.12
2,75,24,null,18.75
2,24,43,null,12.96
1,150,210,null,73.5
2,97,25,null,8
2,97,17,null,18.8
2,75,141,null,21.95
2,75,74,null,8.7
1,41,41,null,16.7
2,74,236,null,21.22
1,75,263,null,18.45
1,236,238,null,18
1,75,237,null,21.3
2,166,229,null,49.02
2,74,75,null,17.1
2,95,130,null,22.2
2,41,43,null,16.94
2,166,141,null,23.05
2,75,41,null,10.3
1,74,42,null,10.8
2,41,166,null,16.32
1,41,42,null,12.5
1,41,41,null,6.5
1,42,209,null,39.75
2,95,130,null,16.4
2,28,223,null,33.2
2,41,42,null,10.8
2,82,95,null,22.6
2,75,223,null,45.31
1,18,241,null,16.7
1,242,259,null,26
2,24,100,null,37.75
2,82,138,null,28.2
2,97,33,null,16.4
2,130,180,null,26.2
2,75,151,null,8
2,43,24,null,15.48
2,166,74,null,17.8
1,75,151,null,12
1,75,263,null,14.25
2,65,1,null,126
2,264,264,null,4.5
2,244,42,null,31
2,166,238,null,14.38
2,226,7,null,11.5
2,226,7,null,14
2,74,41,null,10.44
2,82,226,null,17.8
2,75,249,null,54.9
2,43,142,null,22.14
2,42,41,null,9.4
2,24,74,null,19.66
1,65,244,null,46
2,244,166,null,20.7
2,244,24,null,19.9
2,75,141,null,15.65
2,95,28,null,14.38
2,134,192,null,17.8
2,74,119,null,29.7
2,95,132,null,45.88
2,74,74,null,29
2,75,43,null,16.35
2,74,237,null,30.88
2,42,42,null,7.3
1,41,42,null,9.4
2,264,264,null,17.3
2,130,219,null,26.62
1,223,223,null,16.1
2,75,235,null,32.5
2,82,157,null,17.9
2,75,238,null,9.4
2,75,236,null,14.25
2,244,152,null,16.4
2,75,74,null,15
2,244,24,null,24.72
2,75,158,null,46.5
2,41,42,null,13.6
2,65,61,null,17.1
2,82,138,null,30.72
2,82,138,null,28.2
2,244,152,null,20.52
2,95,160,null,22.3
2,152,166,null,9
2,166,200,null,47.26
2,75,41,null,15.88
2,152,162,null,51.54
2,166,151,null,10.44
2,146,229,null,15.65
1,56,70,null,0
2,75,152,null,18.5
2,97,61,null,21.3
1,43,141,null,19.62
1,82,129,null,15
1,82,129,null,9.4
2,75,74,null,11.28
2,74,75,null,6.6
2,43,75,null,8.7
2,75,74,null,17.7
2,130,10,null,13.8
2,65,189,null,12.9
2,47,143,null,60.45
2,95,196,null,12.2
2,41,120,null,29.25
2,75,75,null,8
2,41,75,null,13.6
2,75,74,null,14.64
2,95,121,null,17.1
2,75,236,null,16.71
2,75,239,null,22.7
2,92,92,null,13.2
1,61,35,null,11.9
2,66,1,null,145.2
2,41,243,null,37.32
2,74,41,null,13.8
2,41,74,null,15.86
2,74,236,null,19.85
2,95,135,null,16.4
2,74,74,null,-5.2
2,74,74,null,5.2
2,166,152,null,7.3
2,166,116,null,12.2
2,74,42,null,12.9
2,74,75,null,11.5
2,74,41,null,15
2,74,141,null,28.86
2,236,75,null,8.76
2,74,141,null,27
2,159,47,null,31.1
2,75,239,null,22.14
2,95,98,null,23.4
1,74,236,null,16.95
2,74,239,null,25.45
2,75,236,null,12.9
2,166,75,null,17.16
2,75,74,null,10.8
2,17,37,null,12.2
2,82,138,null,21.3
2,129,129,null,7.3
2,41,237,null,29.7
2,75,263,null,18.78
2,75,233,null,31.65
2,41,41,null,97.56
2,130,10,null,18.1
2,244,142,null,40.62
2,7,140,null,26.15
2,74,116,null,18.5
2,129,129,null,14.3
1,210,14,null,29.7
2,95,56,null,18.5
2,74,142,null,26.15
2,74,75,null,12.9
2,134,197,null,22.2
2,236,141,null,23.06
2,95,121,null,17.1
2,75,74,null,12.2
2,43,151,null,12.96
2,75,170,null,27.05
2,74,140,null,28.45
2,75,24,null,11.5
2,75,263,null,17.94
2,130,73,null,32.9
1,75,209,null,46.85
2,95,95,null,12.6
2,41,238,null,17.58
